ID,Name,Variable,Method,Class,Package,File,File Name
AP1,ExcessiveInterLanguageCommunicationDetectio,,send_MSG3,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Individual_Parts_Of_Project/Remote_Attestation_SGX_Bindings/Java_Files/Java_Main.java
AP2,ExcessiveInterLanguageCommunicationDetectio,,func_init_enclave_ra,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Final_Project/JavaSGX_Client_Server/Server/src/Java_Src_Server/Java_Main.java
AP3,ExcessiveInterLanguageCommunicationDetectio,,config_extended_ID,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Final_Project/JavaSGX_Client_Server/Server/src/Java_Src_Server/Java_Main.java
AP4,ExcessiveInterLanguageCommunicationDetectio,,send_MSG1,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Individual_Parts_Of_Project/Remote_Attestation_SGX_Bindings/Java_Files/Java_Main.java
AP5,ExcessiveInterLanguageCommunicationDetectio,,send_MSG0,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Individual_Parts_Of_Project/Remote_Attestation_SGX_Bindings/Java_Files/Java_Main.java
AP6,ExcessiveInterLanguageCommunicationDetectio,,send_MSG1,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Final_Project/JavaSGX_Client_Server/Server/src/Java_Src_Server/Java_Main.java
AP7,ExcessiveInterLanguageCommunicationDetectio,,send_MSG3,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Final_Project/JavaSGX_Client_Server/Server/src/Java_Src_Server/Java_Main.java
AP8,ExcessiveInterLanguageCommunicationDetectio,,config_extended_ID,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Individual_Parts_Of_Project/Remote_Attestation_SGX_Bindings/Java_Files/Java_Main.java
AP9,ExcessiveInterLanguageCommunicationDetectio,,func_init_enclave_ra,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Individual_Parts_Of_Project/Remote_Attestation_SGX_Bindings/Java_Files/Java_Main.java
AP10,ExcessiveInterLanguageCommunicationDetectio,,send_MSG0,Java_Main,,/home/shahrukh/smellDetection/Detection/projects/projects/projects12/Intel_SGX_Proj-master/DSP_LAB_2016_17/Final_Project/JavaSGX_Client_Server/Server/src/Java_Src_Server/Java_Main.java
