ID,Name,Variable,Method,Class,Package,File,File Name
AP1,TooMuchScatteringDetectio,,,Int16Pointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/Int16Pointer.java
AP2,TooMuchScatteringDetectio,,,CharPointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/CharPointer.java
AP3,TooMuchScatteringDetectio,,,FloatPointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/FloatPointer.java
AP4,TooMuchScatteringDetectio,,,UInt16Pointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/UInt16Pointer.java
AP5,TooMuchScatteringDetectio,,,UIntPtrPointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/UIntPtrPointer.java
AP6,TooMuchScatteringDetectio,,,DoublePointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/DoublePointer.java
AP7,TooMuchScatteringDetectio,,,IndirectedPointer<T extends NativeObject>,com.github.novelrt.fumocement,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/IndirectedPointer.java
AP8,TooMuchScatteringDetectio,,,Int8Pointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/Int8Pointer.java
AP9,TooMuchScatteringDetectio,,,Pointers,com.github.novelrt.fumocement,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/Pointers.java
AP10,TooMuchScatteringDetectio,,,Int32Pointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/Int32Pointer.java
AP11,TooMuchScatteringDetectio,,,Int64Pointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/Int64Pointer.java
AP12,TooMuchScatteringDetectio,,,FunctionPointer<C>,com.github.novelrt.fumocement,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/FunctionPointer.java
AP13,TooMuchScatteringDetectio,,,UInt8Pointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/UInt8Pointer.java
AP14,TooMuchScatteringDetectio,,,UInt64Pointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/UInt64Pointer.java
AP15,TooMuchScatteringDetectio,,,UInt32Pointer,com.github.novelrt.fumocement.builtin,/home/shahrukh/smellDetection/Detection/projects/projects/projects3/FumoCement-main/src/main/java/com/github/novelrt/fumocement/builtin/UInt32Pointer.java
